Unnamed: 0,id_segment,text_segment,relevance_label,relevance_type_norm
261,350-Article Text-990-1-10-20150420_179,The increase of crop and bared areas can be explained by the exponential growth of the human population and pressures from livestock grazing,1,"DRIVERS, LULCC"
262,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_287,Shaded cocoa agroforestry which does not involve the total removal of trees has been reported to provide comparable revenues for farmers while preserving elements of habitat critical for animal populations,0,PRACTICES
263,1-s2.0-S0304387816300670-main_26,The first question is whether adverse changes in climate push people out of rural areas into urban areas,0,
264,Analysis of deforestation pattern in the Niger Delta region of Nigeria_126,noted that afforestation development of forest and game reserves and application of necessary adaptation measures may mitigate these environmental challenges.,0,
265,Analysis of deforestation pattern in the Niger Delta region of Nigeria_126b,The Niger Delta region of Nigeria is situated along the Gulf of Guinea,0,
266,350-Article Text-990-1-10-20150420_35,Understanding how extend of global change affects land cover variation is important to predict and to combat ecosystems degradation,0,
267,s10584-013-0909-y_113,A review of agroforestry practices in the humid tropics shows that these systems were also able to mitigate N 2 O and CO 2 emissions from the soils and increase the methane sink strength compared to annual cropping systems,0,
268,fpls-07-01262_115,Crop models can be roughly divided into two categories statistical models trained on historical yields and some simplified measurements of weather such as growing season average temperature and precipitation and process based crop models which simulate explicitly the main processes of crop growth and development see for instance,0,
269,1-s2.0-S2351989419305116-main_201,Any scoring of agroforestry co benefits or adverse effects inevitably includes value judgements,0,
270,1-s2.0-S030438781000043X-mainext_197,Some of the most important investments in West African agriculture e.g,0,
271,1-s2.0-S0341816222001990-main_164,During 2000 2010 the level of desertification has reduced whereas from 2010 to 2015 most areas have shifted towards an increase in desertification levels which likely driven by the 2012 drought in the Sahel,2,LULCC
272,010074873_90,The shrubs cluster represents some woody plants smaller than a tree usually having multiple permanent stems branching from or near the ground or woody plants of relatively low height having several stems arising from the base and lacking a single trunk,0,
273,1-s2.0-S2468227619307070-main_10,Agricultural intensification on existing farmlands may reduce farm expansion into the remaining forest areas,1,PRACTICES
274,1-s2.0-S0006320709005400-main_93,The abundance and diversity of rodents on trap transects increased along skid trails and access roads relative to that in unlogged forests,0,
275,s12571-010-0070-7_139,In contrast to the short rotation fallows intercropping with coppicing species increases grain yields continuously for many years after their establishment,1,PRACTICES
276,Analysis of deforestation pattern in the Niger Delta region of Nigeria_240,c Land use categories 2002,0,
277,Analysis of deforestation pattern in the Niger Delta region of Nigeria_37,These impacts include quality of water land and air resources ecosystem processes and services and climate conditions,0,
278,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_230,The results reported by Kon and Amani identify institutional weaknesses as contributing factors to forest encroachment in gazetted forests,0,
279,sustainability-13-01318-v2_191,The main priority areas are market integration and support of public research and capacity building .,0,
280,sustainability-13-01318-v2_191b,Conservation agriculture has the potential to reverse the degradation caused by conventional tillage over the years as it leads to minimum soil disturbance crop diversity and maintenance of soil cover,0,
281,nature13945_125,Shorter fallow periods have led to the expansion of cropping systems into ever more marginal drylands,1,"LULCC, PRACTICES"
282,nclimate2430_226,An increase in climatic variability however can be detrimental to all crops and regions,0,
283,1-s2.0-S030438781000043X-mainext_497,In the Udry Nigeria Zaria Survey data are collected at the household level on the areas of owned fadama stream side and gona non stream side land used and left fallow owned and borrowed,0,
284,s10745-016-9846-5_125,The acceleration of transhumance movements which contribute directly to incidents of crop damage is the result of two principal landscape changes expansion of short fallow agriculture driven by the introduction of cotton cultivation and the long term effects of the great drought of 1984,1,"DRIVERS, LULCC, PRACTICES"
285,nature13945_150,Beijing s per capita water storage capacity of 300 m 3 is 12.5% of China s urban average and 3% of the world s.,0,
286,nature13945_150b,http www.tei c.org ns 1.0 Model stage prediction or hypothesis Evidence that would support the model Relevant data Relatively stable populations of low densities are maintained with an agrarian or pastoral lifestyle.,0,
287,nature13945_150c,Lower population density before the formation of cities,0,
288,010074873_289,Nevertheless the shrubs cluster has increased over time within Volta basin and this could be attributed to the agroforestry practice in the basin,2,"LULCC, PRACTICES"
289,1-s2.0-S0140196314000536-main_113,This study concentrates on the woody vegetation as trees and shrubs are an important factor in steady states of savanna ecosystems and in peoples daily life,0,
290,s11269-011-9931-x_299,The scenarios allow for adaptations in water and input supply using the land use of the reference year and the base climate change scenario,0,
291,s13280-012-0292-3_171,The pattern is that all product categories are collected both in forests and the non forest environment but most are collected more often in the non forest environment by the poor and the better off households,0,
292,1-s2.0-S0264837715302131-main_13,Asparagus africanus Andropogon pseudapricus and Combretum nigricans should be used in association with soil and water conservation techniques on bow .,0,
293,1-s2.0-S0264837715302131-main_13,Body Content div Desertification and land degradation are worldwide problems affecting soils vegetation and the livelihoods of rural populations,0,
294,1-s2.0-S0140196322000143-main_249,Nevertheless encouraging the practice of sparing at least one stem when cutting down shrubs during field clearing known as FMNR could potentially attenuate losses,0,
295,10.4324_9781315182230_previewpdf_32,His chapter shows how forestry as indirectrule labelled community forest management in his post independence Gambian case study is more than capable in other times and spaces of reinforcing central control over resources even as it ostensibly devolves responsibility for their management to local level or so called community control,0,
296,s12571-010-0070-7_66,Thus it does not encompass agroforestry systems that feature trees maintained on fallow land trees monocropped on arable land i.e,0,
297,s43247-020-00053-y_166,b Land cover compositions of the six sub regions in 1975 and 2013 see Supplementary Note 1 Supplementary Table1and Supplementary Fig.1for more detail on the land cover categories,0,
298,1-s2.0-S0301479717300713-main_804,Most of them are cash crop labour,0,
299,1-s2.0-S095937809800003X-main_51,General changes in land use and land cover might among other things cause an increase in albedo which in turn will influence atmospheric circulation and contribute to global climatic change that results in further changes in production potential,0,
300,sustainability-09-01917-v2_239,However the small responses of the seven climate models to LULCC in West Africa are attributed in our study to i the prescribed LULCC that can be underestimated in those regions ii the climate models tending to underestimate the coupling strength between West African surface climate precipitation and temperature and leaf area index LAI and iii the lack of interactive LAI in some models i.e. have no amplification feedback effect,0,
301,nclimate2430_157,Observations reveal both increases and decreases in cloud cover with deforestation,0,
302,science.abm9267_32,However data sources and methods for identifying deforestation and subsequent land uses have since improved considerably,0,
303,1-s2.0-S2468227619307070-main_3,Despite the government s effort s to maint ain and protect Ghana s forest reserves deforestation continues,1,"DRIVERS, LULCC"
304,s13280-012-0292-3_217,In the likely event that agriculture and non forest land types continue to replace forests rural people would not lose much and many might actually gain because in comparison to forests rural people generally derive higher or equally high values from cropping and from the non forest environment,0,
305,010076607_193,In addition the increase in population growth rate has also led to an increase in food consumption and food production explaining the expansion of land use and coherent with a decline of the vegetative areas savanna herbaceous savanna forest and evergreen forest,1,DRIVERS
306,1-s2.0-S0301479717300713-main_436,Because there is not so much grassland they are grazing the cattle in other areas around the Northern Region where there is a lot of grassland but at the end of the grazing period they would send their cattle back to the Upper East Region,0,
307,1-s2.0-S2468227619307070-main_4,We observed deforestation patterns in the Ashanti region of Ghana from 1986 to 2015 using Landsat imagery to identify the main causes of deforestation,2,LULCC
308,F0067421183_4,The predominant Fulani herdsman of the lower Sahel and Sudan Savannah ecologies is moving south to the Guinea Savannah and Forest belt of the South to find greener pasture for his herds,0,
309,fpls-07-01262_161,These uncertainties result in a large spread of crop yield projections indicating a low confidence in future yield projections,0,
310,s10584-013-0909-y_16,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,1,PRACTICES
311,s10584-013-0909-y_16b,Observations of agricultural performance after extreme climatic events in the last two decades have revealed that resilience to climate disasters is closely linked to the level of onfarm biodiversity,0,
312,s41598-024-52138-9_228,The originality of this paper resides on the fact that it goes beyond traditional benchmarking tasks on mapping land use following deforestation where either a few classes are accounted for or are produced at a lower resolution than what would make them useful for both large and local scale applications,0,
313,fpls-07-01262_215,However there is an ongoing debate about the extent of impacts of CO 2 fertilization on crop yields in observations and models especially in Africa where few field observations are unavailable to validate and further improve the models,0,
314,1-s2.0-S0301479717300713-main_854,P11 no driver They haven t been to formal school but with time if they get fertilizers they will apply it but then they don t have the power to purchase the fertilizer. http www.tei c.org ns 1.0 type table xml id tab 17 None None So this looking at the quality of life style,0,
315,nclimate2430_44,Effects of deforesting the Amazon extend all the way to Asia .,0,
316,nclimate2430_44b,In response to modelled deforestation of Central Africa rainfall is reduced over the Gulf of Mexico and parts of the US Midwest and the US Northwest while it is enhanced over the Arabian Peninsula,0,
317,s43247-020-00053-y_197,5 Land cover change associated with population pressure,1,DRIVERS
318,s10745-016-9846-5_185,. Agriculture along this route has been expanding rapidly for two decades as rural populations have grown and arable land has become scarce in neighboring areas,1,"DRIVERS, LULCC"
319,1-s2.0-S0303243414001718-main_211,We showed that a tree cover assessment at tree level and regional scale is possible and provide more detailed results particularly due to the integration of interdisciplinary field work which allows a comprehensive interpretation of the results.,0,
320,1-s2.0-S0303243414001718-main_211b,Even though our results show that extensive land and tree cover changes exist the direction of change is not always negative,0,
321,010076607_252,The savanna cluster presents an increasing trend during 2002 2016 period probably due to agroforestry practice in the basin,2,"DRIVERS, LULCC"
322,010084528_137,According to The potential impacts of land use and land cover changes on the Bui hydropower scheme in the Black Volta Basin under climatic change were investigated using the WEAP model from 2000 to 2040,0,
323,s12571-010-0070-7_172,The result was a harvest estimated at 3.44 million tonnes an alltime national record for Malawi generating a surplus of about 1.34 million tonnes of maize grain above national requirements. type bibr target b69 Sileshi et al,0,
324,science.abm9267_197,The central insight from our Review is the distinction and discrepancybetween agriculture driven deforestation and deforestation resulting in active agricultural production,0,
325,s41559-017-0406-1_66,The drivers of this forest expansion are a matter of some debate,0,
326,1-s2.0-S0140196322000143-main_108,Mean woody vegetation cover assessed by satellite and their trends over years are compared with the mean aggregated crown cover measured on the 29 sites and their trends over the study period.,0,
327,1-s2.0-S0140196322000143-main_108b,The trends observed at the 29 sites were upscaled to the 499 km 2 area by weighting the means of the woody plant attributes per land use type and per year by the relative area occupied by each land use type for a given year,0,
328,s41559-017-0406-1_72,Here we use a probability threshold of 0.5 to distinguish between forest and savannah see Methods,0,
329,s41598-024-52138-9_79,The region is characterized by humid forests as well as dry forests,1,LULC
330,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_121,The majority of other cash crops was converted to food crop fallow areas 1067.98 km 2,2,"LULC, LULCC"
331,s10745-016-9846-5_49,The droughts caused herders to move their livestock much further south in search of pasture and water which in many cases caused them to settle in areas where they had previously only spent portions of the year,0,
332,"editor,+3.+178-478-1-LE_190",It also helps to highlight compare and contrast the relative spatiotemporal changes in the intensity and importance of causal forces of change and patterns of land use and land cover changes,0,
333,1-s2.0-S0304387816300670-main_54,We have hypothesized that the mechanism is adverse climate driving farmers into urban manufacturing,0,
334,1-s2.0-S0304387816300670-main_367,Rather than looking at urbanization over 10 15 years as a function of climate change over those years given the nature of our income related data we will be looking at the impact of annual climate fluctuations on annual city incomes and implied possibly short term migration,0,
335,1-s2.0-S0167880913003502-main_300,Though pesticides in runoff have been reduced by 40 to 70% with NT the concentration of pesticides in runoff water can be higher than with CT the overall impact is less clear,0,
336,Analysis of deforestation pattern in the Niger Delta region of Nigeria_156,A minimum of 10 training sites was captured for each of the land cover types so as to improve classification accuracy,0,
337,remotesensing-13-03767_102,Both seeds and seedlings from prioritized multi purpose trees shrubs or grasses were planted in the ploughed plots to initiate their restoration and rehabilitation of degraded agro sylvo pastoral systems,1,PRACTICES
338,1-s2.0-S0301479717300713-main_785,That s a huge culture,0,
339,fpls-07-01262_146,Large errors have been found in the simulation of the WAM rainfall by climate models which usually suffer from too much drizzle and a large bias in rainfall frequency large errors in simulating seasonal rainfall as well as an underestimation of the interannual variability which can subsequently bias simulated crop yield,0,
340,s41598-024-52138-9_44,. We present the first wall to wall map of land use following deforestation across Africa covering forest loss from the year 2001 to 2020 Fig,1,
341,Analysis of deforestation pattern in the Niger Delta region of Nigeria_219,Apart from the decline in vegetation diversity caused by forest loss wildlife and marine animals are also threatened by rapid environmental changes particularly in mangrove and wetland ecosystem,0,
342,fpls-07-01262_227,Indeed a meta analysis conducted by demonstrated that CO 2 fertilization is likely to have adverse effects on the nutritional value of many key food crops by reducing the concentrations of essential minerals and protein with potential serious consequences in food security .,0,
343,fpls-07-01262_227b,Despite large uncertainty there is a robust conclusion from the above section agriculture in West Africa is at risk to be negatively affected by climate change,0,
344,1-s2.0-S0167880913003502-main_371,These differences are often related to different soils and climates crop types and rotations intensity of tillage timing of operations time of sampling the suite of management practices and the depth of the soil studied,1,PRACTICES
345,1-s2.0-S0140196322000143-main_196,while the sum of crown areas measured in the field in rangeland sites is higher than in fallow and cropland sites Fig,0,
346,1-s2.0-S2214581823000575-main_328,The water balance variation however was mostly impacted by the re greening of the Sahel through the expansion of shrub land and grassland at the expense of bare land and forest,0,
347,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_175,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area.,1,DRIVERS
348,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_175b,According to respondents the effects of deforestation could be either positive 51.34% or negative 48.66%,1,DRIVERS
349,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_67,We employed the long time series USGS LULC datasets for this analysis because despite the fact that these datasets are wall to wall currently it is the only EO LULC datasets that cover the temporal resolution of the drought period i.e. 1970s in West Africa and hence they are more suitable to detect historical LULC transitions during the severe drought period.,0,
350,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_67b,Furthermore forestland and cropland estimates from the USGS LULC map in the year 2000 had been evaluated against Food and Agriculture Organization FAO Statistics FAOSTATS and other global LULC maps by our research team,0,
351,1-s2.0-S0140196313000608-main_66,also found that faced with drought and declining yields in the 1980s farmers from the Central Plateau in Burkina Faso began to experiment with various soil and water management practices SWM,0,
352,s13280-012-0292-3_98,Together the land cover types within which sites 1 and 2 are located account for 41.1 % of the land area shown in Fig,0,
353,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_90,It is common to observe pastoral activities in the far north and crop farming in the southern part,1,PRACTICES
354,s2_135,However despite these outcomes it must be recognized that the results remain much below the expectations and the forest productive base has continued to deteriorate. http www.tei c.org ns 1.0 INTERVENTION BY INTERNATIONAL COOPERATIONS IN THE SAHEL type bibr target b20 Gonzalez et al,0,
355,1-s2.0-S2214581823000575-main_190,However due to lack of information of where such interventions were applied it is impossible to introduce precisely such anthropic interventions on water flows,0,
356,s41598-024-52138-9_29,Thus it remains unclear whether natural forest recovery or tree crops are driving expansions in forest cover in Africa,0,DRIVERS
357,1-s2.0-S0924271618302570-main_116,Temporal analyses of land use change and land degradation should be conducted for complementing the present work particularly for the more productive areas of the Sahel which have received increased attention during the last years e.g. .,0,
358,1-s2.0-S0924271618302570-main_116,The extensive fieldwork effort allowed collecting a large control point dataset that was crucial for classifying and validating a high resolution land cover map of extensive arid and semi arid regions,0,
359,s12571-010-0070-7_150,An initial investment in terms of higher labour is involved when farmers move from conventional to Evergreen Agriculture models but once farmers gain experience with them they manage labour use more efficiently,0,
360,1-s2.0-S2214581823000575-main_152,Accordingly the selected sub basins were From forest to cropland in sub basin 24 in Niger River Basin NRB sub24 From forest to urban and grassland in sub basin 23 in Niger River Basin NRB sub23 From bare land to grassland in sub basin 4 in Senegal River Basin SRB sub 4 From grassland and cropland to water in sub basin 8 in Lake Chad Basin LCB sub8 From forest and grassland to shrub land cropland and urban in sub basin 29 in Lake Chad Basin LCB sub29 . This study used several datasets to drive the SWAT model listed in Table,0,
361,1-s2.0-S0301479717300713-main_857,I see much of the agriculture is really shrinking,0,
362,1-s2.0-S0301479717300713-main_590,Analytical steps LULC Land use and land cover LULCC Land use and land cover change. http www.tei c.org ns 1.0 xml id fig 4 Fig,0,
363,IBRAHIMetal_HJ2014_113,2002 Soil water content monitoring showed that the wetting front resulting from the rainy season was shallower at the fallow site than at the millet site,0,
364,1-s2.0-S0140196310000893-main_91,fields and fallows on bottom slopes as shown by the median position of the modalities late and very late relative to the positive part of axis 1 and to the negative part of axis 2 Fig,0,
365,kastner-et-al-2012-global-changes-in-diets-and-the-consequences-for-land-requirements-for-food_119,Finally recent increases in land use efficiency of food production as highlighted in this study were largely realized by steep increases in the use of external inputs such as fertilizers pesticides fossil fuels and irrigation infrastructure all of which have substantial environmental impacts,0,
366,s41598-024-52138-9_112,Over each resulting patch containing forest loss pixels we extracted Planet NICFI imagery corresponding to the year 2022 and created reference labels via visual interpretation,0,
367,science.abm9267_189,Uncertainties around the nature extent and drivers of deforestation linked to agriculture are unevenly distributed as the quality of the data used and the performance of the methods vary between countries and biomes 1 2 7 32 36 Table,0,
368,forests-13-00698-v2_1,Title Content level a type main text Climate Change in Southeast Benin and Its Influences on the Spatio Temporal Dynamic of Forests Benin West Africa Title Content level a type main text Climate Change in Southeast Benin and Its Influences on the Spatio Temporal Dynamic of Forests Benin West Africa Abstract Content div http www.tei c.org ns 1.0 The impact of anthropogenic activities on the spatiotemporal dynamics of the forest of Dogo K tou has been studied in relation to climate change observed in southeastern Benin,0,
369,1-s2.0-S0308521X12000157-main_215,The trade puts meat into the pots of urban Ghanaians but has under cut the local broiler industry,0,
370,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_237,In contrast relative net gain in open water bodies was observed in the humid region during the period of 1975 2000 with a slight loss in 2000 2013.,2,LULCC
371,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_237b,A detailed pixel by pixel comparison of the new and old LULC types for each observed LULC change in the form of a transition matrix for the periods of was undertaken for the whole of West Africa Table and the two sub regions humid and arid see Table in the Appendix A,0,
372,1-s2.0-S016788090800131X-main_109,They also suggest that the development of tree crops contribute to the improvement of production systems which can be profitable for the village as a whole,0,
373,1-s2.0-S0303243414001718-main_57,These trees mainly Adansonia digitata Balanites aegyptiaca Borassus aethiopum Faidherbia albida are carefully protected by villagers as they provide shade soil nutrients fruit and wood,0,
374,1-s2.0-S0140196322000143-main_175,This higher diversity in manure fields could however suffer from the increasing pressure at the vicinity growing human settlements and infrastructures unless dedicated practices such as Farmer Managed Natural Regeneration FMNR are supported.,0,
375,1-s2.0-S0140196322000143-main_175b,Woody vegetation trends differ depending on land use and the considered vegetation attribute Fig,0,
376,010076607_115,The water bodies are located at the reservoirs small dams and streamflow locations,0,
377,s11269-011-9931-x_232,The AW3 scenario increases the income levels further for the entire basin while shortfall drops considerably but as mentioned earlier this is overoptimistic as it assumes that inputs are provided free of charge to the farmers.,0,
378,s11269-011-9931-x_232b,More important is that shortfall indices show a steady decline with higher intensity levels as they drop from 40 AW1 to 14 AW3 USD per caput with a reduction in frequency from 23 000 to only slightly over 4 000 respectively.,0,
379,s11269-011-9931-x_232c,Table also confirms that under the assumed irrigation at commune level hydrological interventions even at the Strong level hardly contribute to crop production under the average conditions,0,
380,s11625-014-0282-4_153,Paul north of Grand Bereby southwestern Co te d Ivoire as recorded in 1996 http www.tei c.org ns 1.0 type table xml id tab 4 Table 4 4 Reasons given for the timing of their migration by 92 migrant farmers in the village of St,0,
381,science.abm9267_168,Deforestation can also be followed by several successive agricultural land uses,1,"DRIVERS, LULCC"
382,1-s2.0-S0304387816300670-main_116,Our goal is to model the effect of a change in moisture in a district on the urban rural division of population and on city total income the two outcomes we can measure in the data,0,
383,1-s2.0-S0264837701000205-main_64,The land use is dominated by cultivation however cultivation intensity varies significantly within the region from 10% to 74% according to,2,LULC
384,fpls-07-01262_8,Potential for adaptation is illustrated for major crops in West Africa through a selection of studies based on process based crop models to adjust cropping systems change in varieties sowing dates and density irrigation fertilizer management to future climate,0,
385,1-s2.0-S003442571730041X-main_152,Cropped fields have been shown to have a significantly lower summed NDVI than fallowed fields for the study area and if cropped and fallowed fields are merged into one land use cover class the corresponding NDVI trends must be interpreted with caution. type bibr target b11 Dardel et al,0,
386,IBRAHIMetal_HJ2014_169,After the transition from fallow to millet simulated water storage increased over 50 years until simulated water storage for the millet period was 50 % higher than water storage for the fallow period,0,
387,Geophysical Research Letters - 2005 - Werth - The local and global effects of African deforestation_59,We identify three remote tropical regions that are affected by the deforestation in this month Figure,1,LULCC
388,kastner-et-al-2012-global-changes-in-diets-and-the-consequences-for-land-requirements-for-food_125,To establish this link where necessary food items such as sugar and vegetable oils were converted to crop equivalents such as sugarcane and the respective oilcrop details and factors used are provided in ref,0,
389,nclimate2430_47,Another study demonstrates climatic impacts in southern Africa with enhanced rainfall in the centre and reductions in the east .,0,
390,nclimate2430_47b,Deforestation in Southeast Asia can influence climate within and beyond the region through effects on the Asian monsoon circulation,0,
391,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_573,The reclassified Land Use Land Cover LULC maps of West Africa in a 1975 b 2000 c 2013. http www.tei c.org ns 1.0 xml id fig 6 Figure 4 . 4 Figure 4,0,
392,1-s2.0-S003442571730041X-main_50,In Fakara the landscape was converted from a Sahelian savanna to largely eroded agricultural agroforestry parkland during the 20th century,2,LULCC
393,1-s2.0-S0301479717300713-main_702,training programmes on cols 2 sustainable land use practices Bugri 2008 minor driver Laube et al,0,
394,s11269-011-9931-x_109,As mentioned in the introduction the approach is to establish the dependence of crop yields and area shares on water availability for the entire country and to apply this relationship to simulate the effect of changes in soil moisture conditions for the ORB under climate change on crop income,0,
395,s10980-017-0553-4_92,We summarized the active fire detections into an annual active fire density time series number of active fires per 100 km 2 for each forest reserve as well as the 5 km buffer zone surrounding each reserve. http www.tei c.org ns 1.0 Mapping forest vegetation change type bibr target b28 Healey et al,0,
396,s43247-020-00053-y_1,Title Content level a type main text Accelerating land cover change in West Africa over four decades as population pressure increased Title Content level a type main text Accelerating land cover change in West Africa over four decades as population pressure increased Abstract Content div http www.tei c.org ns 1.0 Rapid population growth in West Africa has exerted increasing pressures on land resources leading to observable changes in the land cover and land use,0,
397,010074873_259,It has been demonstrated that such basin has loss their soil water hold capacity and caused of the Sahelian paradox which consequently result in an increase of flow of the river.,0,
398,010074873_259b,The analysis of land use and land cover change presented above reveals mostly a decrease in vegetative areas and an increase built up areas agricultural land and water bodies,0,
399,010074873_180,The same conclusion was made by Vittek et al. in a previous study for the period 1975 1990 for West Africa overall .,0,
400,010074873_180b,The result reveals that the Mono basin Table land cover presents an increase in built up agricultural land and water bodies while the vegetative clusters such as forest savanna and herbaceous savanna have declined for the three study periods,2,LULCC
401,nclimate2430_57,The physical mechanisms underpinning teleconnections are still not fully understood and point to the need for enhanced knowledge of the fundamental physics of ocean land atmosphere interactions as well as improvements in the way these physical processes are embedded in GCMs .,0,
402,nclimate2430_57b,Historically GCM studies have applied unrealistically large perturbations such as one time complete deforestation of the Amazon basin,0,
403,010084528_187,Silting associated with increases in streamflow can block hydropower water intakes and cause turbine abrasion and may intensify the risk of floods and threaten hydropower infrastructure,0,
404,1-s2.0-S016788090800131X-main_55,To analyze the land use dynamics aerial photographs from 1984 and 1997 and a satellite image from 2002 were visually interpreted,0,
405,1-s2.0-S0341816222001990-main_26,Indeed over the past few decades there has been some controversy between re greening and desertification in the Sahel,0,
406,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_406,The possible explanation could be a shift from illegal and selective logging of trees in the forest to illegal mining of gold bauxite and other minerals often referred as galamsey as open mine fields were one of the sub categories of other LULC types in our study,0,
407,forests-13-00698-v2_211,The rivers of the classified forest of Dogo K tou are mainly composed of the rivers Agbossassa and Sahoun which are tributaries of the river Ou m which consitutes the limit of the classified forest Dogo K tou,0,
408,6a7830513354f8cb9c5e049419a8990304aa_2,However the current global land use change involves extensive loss of vegetation cover around the reserves and increase their vulnerability and their ecological isolation,1,DRIVERS
409,1-s2.0-S0264837701000205-main_49,Scenarios for land use change at a national or continental scale will be a valuable contribution to the analysis of global environmental change,0,
410,1-s2.0-S0304387816300670-main_458,While one might hypothesize that nearby rural conflict might draw people into the city conflict within a city might drive them away and widespread conflict might reduce overall economic activity because city economic activity could impact the propensity for conflict we do not place a strong causal interpretation on these results,0,
411,010084528_189,However it is crucial to highlight that dam construction can also contribute to changes in land use and land cover and modify the surrounding climate and precipitation patterns as well as the hydrological dynamics of the river,0,
412,1-s2.0-S0140196313000608-main_165,In the Peanut Basin West Central eco region in Senegal cultivated area peaked to 80% of the land in the mid 1980s when farmers still benefited from agricultural subsidies but this trend then reversed itself declining to about 67% of the land under cultivation in 2000,2,"LULC, LULCC"
413,1-s2.0-S095937809800003X-main_50,Land cover and climatic conditions are mutually interrelated,0,
414,IBRAHIMetal_HJ2014_24,In southwestern Niger such landuse changes have resulted in increased runoff and consequently in increased water inflows towards endorheic ponds and gullies and thus enhanced focused groundwater recharge,0,
415,1-s2.0-S0304387816300670-main_30,Thus urbanization provides an escape from the effect of deteriorating climate on agricultural productivity in particular contexts but those contexts make up less than 25% of units in our sample,0,
416,BF00806418_49,Their former captives the RimayBe are occupied with handicrafts and heavy physical work such as cultivation but often have cattle as well,0,
417,s12571-010-0070-7_286,Thus Nigerien agriculture is essentially already integrating agroforestry into a minimum tillage conservation farming system,0,
418,s41598-024-52138-9_270,The zoomed in maps show A cacao expansion in Cameroon B cacao oil palm and rubber expansion in Ghana C small scale cropland expansion in the DRC D small scale cropland expansion in Tanzania E cashew expansion in Tanzania F a mix of small scale and large scale cropland expansion in Zambia and G shows a mix of mining along rivers roads and small scale cropland in DRC for the same period. http www.tei c.org ns 1.0 xml id fig 2 Figure 3 . 3 Figure 3,0,
419,1-s2.0-S0924271618302570-main_152,Arid regions are naturally characterised by low vegetation cover and primary productivity but they still comprise high LC heterogeneity with important LC classes for local human populations and biodiversity hotspots mountain water bodies being one of the most important examples presented herein,0,
420,1-s2.0-S235198941500102X-main_242,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,1,LULCC
421,1-s2.0-S0341816222001990-main_41,2016 Additionally determining and analysing the influential factors of the desertification process are an essential component of desertification control,0,
422,1-s2.0-S0301479717300713-main_205,If there had been an originally low population density population growth and food shortage could have been buffered by expanding agricultural area as shown in a LULCC analysis in Senegal by,0,
423,remotesensing-12-03817-v2_152,The earliest and most recent land cover map for each of the four focal areas noted above are visualized Figure,0,
424,1-s2.0-S2468227619307070-main_136,According to the household survey these communities existed within the forest before the reservation took place from the 1920s to the 1940s,0,
425,1-s2.0-S0304387816300670-main_605,32 With city population modestly affected total city income must rise,0,
426,s11269-011-9931-x_161,In extreme years the LGPs may fall below the range shown in the FAO table and in this case crop yields are penalized through a reduction factor which is equal to the relative deviation of water constrained potential yield from its maximum y g i under optimal LGP conditions.,0,
427,s11269-011-9931-x_161b,The long term structural relationship that we formalize here refers to the adaptation of farmers to climate and is established in a reduced form with climatic conditions as driving variable,0,
428,s10745-016-9846-5_245,Although early herd arrival in 2009 was attributed to low rainfall in the Sahel rains recovered in 2010 yet herders still arrived early to the central zone with the explanation that even if ephemeral surface water was still present grazing resources were inadequate in the northern zone,1,DRIVERS
429,remotesensing-12-03817-v2_206,This underestimation of forest partly explains the low number of forest and forest loss in Hansen et al,0,
430,s43247-020-00053-y_93,In West Africa the land cover category settlement made up 0.3% and 0.7% of the total study region in 1975 and 2013 respectively,2,LULCC
431,1-s2.0-S003442571730041X-main_59,The long term monitoring since 1994 of land use cover from the Fakara region available for this study is therefore quite unique for the Sahel from 1994 to 2006 within the framework of International Livestock Research Institute ILRI and from 2006 to the present under the AMMA CATCH observatory activities African Monsoon Multidisciplinary Analysis Couplage de l Atmosph re Tropicale et du Cycle Hydrologique .,0,
432,1-s2.0-S003442571730041X-main_59b,Initially 48 sites of cropland 24 and fallow and uncultivable rangeland 24 were selected in 1994 to study crop livestock interactions in mixed farming systems within the ILRI framework,0,
