article_id,sentence,relation_type,matched_text_by_pattern,entities_in_match
Article_99,"| LULC type Description: Built-up area Developed environment including all residential, commercial and industrial areas, urban agglomerations and transportation infrastructure Vegetation Total plant cover which encompasses mixed palm trees, gardens, inner city recreational areas, cultivated lands, grasslands, and agricultural areas Bare land Open land that has no buildings and is not being used, often bare soils, it can be used for several purposes, particularly for residential, agricultural and industrial use Rocky land Land dominated by rocky blocks or consists of large areas of rock which almost cover the entire landscape Mountains Large landforms that rise above the surrounding lands and rugged terrains activity a y.",LULC_TRANSFORMATION,bare soils,"[{'text': 'bare soils', 'label': 'LULC'}]"
Article_100,Built-up area increased by about 326 percent and open/fallow land by 44 percent while the agricultural land and vegetation cover have decreased by 12 percent and 34 percent of the total area of study respectively during the study period.,CHANGE_HAS_MAGNITUDE,increased by about,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_100,Built-up area increased by about 326 percent and open/fallow land by 44 percent while the agricultural land and vegetation cover have decreased by 12 percent and 34 percent of the total area of study respectively during the study period.,CHANGE_HAS_MAGNITUDE,decreased by 12,"[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_100,"Built-up area has witnessed a gigantic growth of 114 percent from 1990 to 2003 and 99.02 percent from 2003 to 2018, making an overall growth of 326 percent during the study period (Table Fallow land is next to Built-up that has witnessed massive increase of 44 percent during the study period, however rate of increase was 29.19 from 1990 to 2003 and 9.90 percent from 2003 to 2018.",CHANGE_HAS_MAGNITUDE,growth of 114,"[{'text': 'growth', 'label': 'CHANGE'}]"
Article_100,"Built-up area has witnessed a gigantic growth of 114 percent from 1990 to 2003 and 99.02 percent from 2003 to 2018, making an overall growth of 326 percent during the study period (Table Fallow land is next to Built-up that has witnessed massive increase of 44 percent during the study period, however rate of increase was 29.19 from 1990 to 2003 and 9.90 percent from 2003 to 2018.",CHANGE_HAS_MAGNITUDE,growth of 326,"[{'text': 'growth', 'label': 'CHANGE'}]"
Article_100,"Built-up area has witnessed a gigantic growth of 114 percent from 1990 to 2003 and 99.02 percent from 2003 to 2018, making an overall growth of 326 percent during the study period (Table Fallow land is next to Built-up that has witnessed massive increase of 44 percent during the study period, however rate of increase was 29.19 from 1990 to 2003 and 9.90 percent from 2003 to 2018.",CHANGE_HAS_MAGNITUDE,increase of 44,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_100,The Vegetation cover has witnessed the maximum decrease of 34 percent among all the LULC classes during the study period however it decreased by 23 percent from 1990 to 2003 and 15.13 percent from 2003 to 2018 (Fig.,CHANGE_HAS_MAGNITUDE,decrease of 34,"[{'text': 'decrease', 'label': 'CHANGE'}]"
Article_100,The Vegetation cover has witnessed the maximum decrease of 34 percent among all the LULC classes during the study period however it decreased by 23 percent from 1990 to 2003 and 15.13 percent from 2003 to 2018 (Fig.,CHANGE_HAS_MAGNITUDE,decreased by 23,"[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_100,"The maximum change is noticed from the built-up area which has increased to about 326.65 percent, followed by open/fallow land which is increased by about 41.98 percent during 1990-2018.",CHANGE_HAS_MAGNITUDE,increased to about,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_100,"The maximum change is noticed from the built-up area which has increased to about 326.65 percent, followed by open/fallow land which is increased by about 41.98 percent during 1990-2018.",CHANGE_HAS_MAGNITUDE,increased by about,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_100,"At the same time the vegetation cover, water bodies and agricultural land are declined by -34.84, -22.51 and -12.44 percent, respectively, while the ridge part has noticed a negligible decline in its area.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_102,"Agricultural change represented 15.9% of the change, with total agricultural spatial extent showing only a slight increase of 4778 km 2 , however there was a substantial decline (7.94%) in pasture/hay during this time, transitioning mostly to cultivated crop.",CHANGE_HAS_MAGNITUDE,increase of 4778,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_102,"The total forest extent declined about 63,537 km 2 or -3.12%.",LULC_HAS_AREA,forest extent,"[{'text': 'forest', 'label': 'LULC'}]"
Article_102,"| Shrub, grass and bare ground: Total shrub extent in CONUS was 1,760,134 km 2 in 2016 and the change rate varies between 0.52% to -0.82% during the mapping period (Fig.",LULC_HAS_AREA,shrub extent,"[{'text': 'shrub', 'label': 'LULC'}]"
Article_102,"| Shrub, grass and bare ground: Total shrub extent in CONUS was 1,760,134 km 2 in 2016 and the change rate varies between 0.52% to -0.82% during the mapping period (Fig.",CHANGE_HAS_MAGNITUDE,varies between,"[{'text': 'varies', 'label': 'CHANGE'}]"
Article_102,"However, the change in wetland extent was greatest in the southeast U.S., driven by precipitation and the historical pattern of human caused land cover change influencing natural processes The change in cropland footprint (including both classes of pasture/ hay and cultivated crop) was nearly static across the 15 years with only a slight increase of 4778 km 2 .",CHANGE_HAS_MAGNITUDE,increase of 4778,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_104,"This could bring the reduced availability of water for crop production, which will be a chronic issue of subsistence agriculture.",LULC_TRANSFORMATION,water for crop,"[{'text': 'water', 'label': 'LULC'}, {'text': 'crop', 'label': 'LULC'}]"
Article_104,"According to CCLM4-8, precipitation decreases by -12.67% under RCP4.5 in near future and -27.47% under RCP8.5 scenarios in a midterm.",CHANGE_HAS_MAGNITUDE,decreases by -12.67,"[{'text': 'decreases', 'label': 'CHANGE'}]"
Article_104,"This could imply the reduced availability of water for crop production, which will become chronic to the farmers in the catchment whose livelihood is based on agriculture alone.",LULC_TRANSFORMATION,water for crop,"[{'text': 'water', 'label': 'LULC'}, {'text': 'crop', 'label': 'LULC'}]"
Article_104,"This could imply the reduced availability of water for crop production, which will become chronic to the farmers in the catchment whose livelihood is based on agriculture alone.",LULC_TRANSFORMATION,water for crop,"[{'text': 'water', 'label': 'LULC'}, {'text': 'crop', 'label': 'LULC'}]"
Article_107,"From the obtained results based on MCA, urban growth is predicted to be large and it is estimated at around 2607 km 2 until the year 2047 with a net increase of 811 km 2 .",CHANGE_HAS_MAGNITUDE,increase of 811,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_107,"LULCC is one of the primary contributors of greenhouse gas stocks resulting from direct human use of lands for commercial uses, settlements, and forestry activities Saudi Vision 2030 is a development plan started by the Saudi government in 2016 which aims to bring the country out of its historical oil rent by diversifying its economy and resorting to various privatizations | Study Area: The Al-Baha region is one of the thirteen administrative regions that make up the Kingdom of Saudi Arabia, the most important of which are al-Mandaq, e Buljurshi, al-Qara, alAqiq, al-Makhwah, Qelwah and al-Baha City (Figure | Study Area: The Al-Baha region is one of the thirteen administrative regions that make up the Kingdom of Saudi Arabia, the most important of which are al-Mandaq, e Buljurshi, al-Qara, alAqiq, al-Makhwah, Qelwah and al-Baha City (Figure The topography of the region is mostly mountains known as the Hijaz Mountains, and the mountainous areas are covered almost entirely by local coniferous juniper trees, in addition to many types of fruit trees, bushes, small shrubs, forests and flowers such as candi, basil, jasmine, Hijazi rose (Aqsh, raspberry) and Arfaj.",LULC_TRANSFORMATION,fruit trees,"[{'text': 'fruit', 'label': 'LULC'}, {'text': 'trees', 'label': 'LULC'}]"
Article_107,"Figure The topography of the region is mostly mountains known as the Hijaz Mountains, and the mountainous areas are covered almost entirely by local coniferous juniper trees, in addition to many types of fruit trees, bushes, small shrubs, forests and flowers such as candi, basil, jasmine, Hijazi rose (Aqsh, raspberry) and Arfaj.",LULC_TRANSFORMATION,fruit trees,"[{'text': 'fruit', 'label': 'LULC'}, {'text': 'trees', 'label': 'LULC'}]"
Article_107,"| •: Based on MCA, it seems that urban growth will be extensive, it is estimated at around 2607 km 2 until the year 2047 with a net increase of 811 km 2 .",CHANGE_HAS_MAGNITUDE,increase of 811,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_108,"Notably, the built-up areas expanded by 33.98 km 2 (29.46%) while the grass cover diminished by 43.09 km 2 (33.73%) between 1979 and 2019.",CHANGE_HAS_MAGNITUDE,expanded by 33.98,"[{'text': 'expanded', 'label': 'CHANGE'}]"
Article_108,"This observation indicated that urban development in the study area has been increasing (Table | Population growth and contributions to LULC: According to the Australian Bureau of Statistics (ABS), Australia's population has increased by over 25% from 2001 to 2016, reaching twenty-four million people.",CHANGE_HAS_MAGNITUDE,increased by over,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_108,"The built-up area, plantation and water expanded by 34.0 km 2 , 8.7 km 2 and 0.4 km 2 , respectively from 1979 to 2019, whereas grass cover declined by 43.09 km 2 , revealing a significant transformation in the LULC.",CHANGE_HAS_MAGNITUDE,expanded by 34.0,"[{'text': 'expanded', 'label': 'CHANGE'}]"
Article_108,"The built-up area, plantation and water expanded by 34.0 km 2 , 8.7 km 2 and 0.4 km 2 , respectively from 1979 to 2019, whereas grass cover declined by 43.09 km 2 , revealing a significant transformation in the LULC.",CHANGE_HAS_MAGNITUDE,declined by 43.09,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_110,The results showed that during the period under review there have been losses of 4178.5 hectares (7%) in closed and open forest and bare land whilst crop land and settlement have seen an increase of 21685.3 hectares (37%).,CHANGE_HAS_MAGNITUDE,losses of 4178.5,"[{'text': 'losses', 'label': 'CHANGE'}]"
Article_110,The results showed that during the period under review there have been losses of 4178.5 hectares (7%) in closed and open forest and bare land whilst crop land and settlement have seen an increase of 21685.3 hectares (37%).,CHANGE_HAS_MAGNITUDE,increase of 21685.3,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_110,"Closed Forest This is made up of rainforest and moist semi-deciduous forest trees with three layers of emergent, canopies, and undergrowth.",LULC_TRANSFORMATION,forest trees,"[{'text': 'forest', 'label': 'LULC'}, {'text': 'trees', 'label': 'LULC'}]"
Article_110,Open forest decreased marginally to 4167.2 hectares representing 7.2 % whilst closed forest declined to 4.5 % or 2620.2 hectares ( Fig.,CHANGE_HAS_MAGNITUDE,declined to 4.5,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_110,The total land area for settlements realized its highest increase to 25900.6 hectares which translates into 44.7%.,CHANGE_HAS_MAGNITUDE,increase to 25900.6,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_110,"Cropland also decreased in area to 10911.1 hectares, representing 18.8%.",CHANGE_HAS_MAGNITUDE,decreased in area,"[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_110,Savannah land cover saw a significant reduction to 9365.4 hectares (16.2%) which is a considerable reason for a rise in settlement ( Fig.,CHANGE_HAS_MAGNITUDE,reduction to 9365.4,"[{'text': 'reduction', 'label': 'CHANGE'}]"
Article_110,Built up (settlement establishment) improved to 44.7% (2019) from 12.3% The socioeconomic data revealed that the predominant occupation in the district is Farming and Trading with most of the inhabitants being migrants who quest for land property and agriculture.,CHANGE_HAS_MAGNITUDE,improved to 44.7,"[{'text': 'improved', 'label': 'CHANGE'}]"
Article_111,"Moreover, baseflow, lateral flow, percolation and ET are highly positively related to alteration of evergreen forest, agroforestry and grassland, while surface runoff inversely correlates to alteration in these areas.",LULC_TRANSFORMATION,evergreen forest,"[{'text': 'evergreen forest', 'label': 'LULC'}]"
Article_112,"The model classes estimated for 2060 compared to the classified 2017 LULC classes revealed that dense forest, sparse forest, agricultural land and barren area would decrease by -26.26% (from 327.08 to 241.08 km 2 ), -0.76% (from 2372.29 to 2355.82 km 2 ), -5.86% (from 973.21 to 916.27 km 2 ) and -10.03% (from 2918.9-2626.19 km 2 ), respectively.",CHANGE_HAS_MAGNITUDE,decrease by -26.26,"[{'text': 'decrease', 'label': 'CHANGE'}]"
Article_112,"In contrast, the urban area would significantly increase by 271.19%, (from 161.99 to 602.19.8 km 2 ).",CHANGE_HAS_MAGNITUDE,increase by 271.19,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_112,"During that period, the sparse forest has slightly increased by 1.47% whilst, agricultural land and urban area have significantly increased by 223.2% (300 km 2 to 973 km 2 ), and 448.84% (29 km 2 to 161 km 2 ) respectively.",CHANGE_HAS_MAGNITUDE,increased by 1.47,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_112,"During that period, the sparse forest has slightly increased by 1.47% whilst, agricultural land and urban area have significantly increased by 223.2% (300 km 2 to 973 km 2 ), and 448.84% (29 km 2 to 161 km 2 ) respectively.",CHANGE_HAS_MAGNITUDE,increased by 223.2,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_112,"Across Iraq, the central government has allocated silos to buy wheat from farmers for a pre-declared price above the market price The land use type that increased the most over the last four decades is urban area, which increased by six times from 0.37 to 2.",CHANGE_HAS_MAGNITUDE,increased by six,"[{'text': 'increased', 'label': 'CHANGE'}, {'text': 'six', 'label': 'CARDINAL'}]"
Article_112,"Moreover, the most dynamic land use type that increased the most over the last four decades was urban area, which increased by six times from 0.37 to 2.",CHANGE_HAS_MAGNITUDE,increased by six,"[{'text': 'increased', 'label': 'CHANGE'}, {'text': 'six', 'label': 'CARDINAL'}]"
Article_115,"The orchards also expanded dramatically with an increase of about 2800 ha, which was about 1.6 times that of 2010, and took third place with an areal coverage of 19.2%.",CHANGE_HAS_MAGNITUDE,increase of about,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_115,"However, the cropland, waterbody, and barren land decreased by 2.3%, 2.8%, and 3.7%, respectively, from that of 2010.",CHANGE_HAS_MAGNITUDE,decreased by 2.3,"[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_115,"From 2000 to 2010, a slight decrease in orchards area from 12.4% to 12.1% was found, but the area occupied by orchards increased nearly 7% in 2000-2019 (Table The areal percentage occupied by waterbody experienced a continuous decline of 8.6%, 8.5%, and 5.7% in 2000, 2010, and 2019, respectively (Table The areal percentages occupied by built-up in 2000, 2010, and 2019 were 11.5%, 14.4%, and 19.5%, respectively, and experienced a total increase of 3166.8 ha from 2000 to 2019 (Table The areal percentage occupied by barren land also experienced a continuous decline of 10.3%, 4.9%, and 1.2% in 2000, 2010, and 2019, respectively (Table | Driving Forces for LULC Changes: The overall CVC values for each analyzed factor are listed in Table The CVCs of distance from water (DFW) for forest, waterbody, and cropland are 0.388, 0.230, and 0.216, respectively, which suggested that the water area in this study was often located far from the forest.",CHANGE_HAS_MAGNITUDE,increased nearly,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_115,"From 2000 to 2010, a slight decrease in orchards area from 12.4% to 12.1% was found, but the area occupied by orchards increased nearly 7% in 2000-2019 (Table The areal percentage occupied by waterbody experienced a continuous decline of 8.6%, 8.5%, and 5.7% in 2000, 2010, and 2019, respectively (Table The areal percentages occupied by built-up in 2000, 2010, and 2019 were 11.5%, 14.4%, and 19.5%, respectively, and experienced a total increase of 3166.8 ha from 2000 to 2019 (Table The areal percentage occupied by barren land also experienced a continuous decline of 10.3%, 4.9%, and 1.2% in 2000, 2010, and 2019, respectively (Table | Driving Forces for LULC Changes: The overall CVC values for each analyzed factor are listed in Table The CVCs of distance from water (DFW) for forest, waterbody, and cropland are 0.388, 0.230, and 0.216, respectively, which suggested that the water area in this study was often located far from the forest.",CHANGE_HAS_MAGNITUDE,decline of 8.6,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_115,"From 2000 to 2010, a slight decrease in orchards area from 12.4% to 12.1% was found, but the area occupied by orchards increased nearly 7% in 2000-2019 (Table The areal percentage occupied by waterbody experienced a continuous decline of 8.6%, 8.5%, and 5.7% in 2000, 2010, and 2019, respectively (Table The areal percentages occupied by built-up in 2000, 2010, and 2019 were 11.5%, 14.4%, and 19.5%, respectively, and experienced a total increase of 3166.8 ha from 2000 to 2019 (Table The areal percentage occupied by barren land also experienced a continuous decline of 10.3%, 4.9%, and 1.2% in 2000, 2010, and 2019, respectively (Table | Driving Forces for LULC Changes: The overall CVC values for each analyzed factor are listed in Table The CVCs of distance from water (DFW) for forest, waterbody, and cropland are 0.388, 0.230, and 0.216, respectively, which suggested that the water area in this study was often located far from the forest.",CHANGE_HAS_MAGNITUDE,increase of 3166.8,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_115,"From 2000 to 2010, a slight decrease in orchards area from 12.4% to 12.1% was found, but the area occupied by orchards increased nearly 7% in 2000-2019 (Table The areal percentage occupied by waterbody experienced a continuous decline of 8.6%, 8.5%, and 5.7% in 2000, 2010, and 2019, respectively (Table The areal percentages occupied by built-up in 2000, 2010, and 2019 were 11.5%, 14.4%, and 19.5%, respectively, and experienced a total increase of 3166.8 ha from 2000 to 2019 (Table The areal percentage occupied by barren land also experienced a continuous decline of 10.3%, 4.9%, and 1.2% in 2000, 2010, and 2019, respectively (Table | Driving Forces for LULC Changes: The overall CVC values for each analyzed factor are listed in Table The CVCs of distance from water (DFW) for forest, waterbody, and cropland are 0.388, 0.230, and 0.216, respectively, which suggested that the water area in this study was often located far from the forest.",CHANGE_HAS_MAGNITUDE,decline of 10.3,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_115,"The area under built-up and orchards exhibited an overall growing trend during the same period, with a net increase of 3166.8 and 2644.2 ha, respectively.",CHANGE_HAS_MAGNITUDE,increase of 3166.8,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_116,"Analysis results unveiled the following: (1) From 1985 to 2020, there was a decline in the area of farmland, forest, and grassland, accompanied by an increase in land for construction, water bodies, and unused land.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_116,"The land for construction was emerging as the dominant landscape by area, whereas patches of farmland, forest, grassland, and water bodies became less connected.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_116,"At the patch level, the land for construction is steadily enhancing its role as the largest dominant landscape type, and the fragmented invasion of land for construction in the suburbs of cities has caused a reduction and fragmentation of farmland, posing a threat to the quality of habitats and landscape layout such as forests, grasslands, and water bodies.This trend leads to loosely connected patches of these land types.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_116,"This was attributed to the continuous expansion of land for construction in the central urban areas of the southwestern region, with fragmentation encroaching on surrounding farmland and core ecological patches of forest, grassland, and water bodies.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_116,"There should be a focus on amplifying ecological restoration and protection initiatives in the southwestern region, rigorously controlling the unplanned expansion and sprawl of construction land, while also intensifying efforts to conserve and connect farmland and core ecological patches of forest, grassland, and water bodies.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_117,"Specifically, settlement, agriculture and grazing land have increased by 32 %, 16.51% and 19.97%.",CHANGE_HAS_MAGNITUDE,increased by 32,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_117,"Contrary to this, forest and area closure decreased by 30 % and 19.73 %.",CHANGE_HAS_MAGNITUDE,decreased by 30,"[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_117,"Though insignificant, bare land has increased by 1.36 % (Table | LULCC and Free Labour Mobilisation Campaign: The GoE was keen to rehabilitate degraded lands through a variety of mechanisms.",CHANGE_HAS_MAGNITUDE,increased by 1.36,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_118,"The agricultural land in 1990 was 41,587.21 ha which increased to 57,868.95 ha in 2019 with an average growth rate of 39.15%.",CHANGE_HAS_MAGNITUDE,"increased to 57,868.95","[{'text': 'increased', 'label': 'CHANGE'}]"
Article_118,"The predicted LULC map shows that the forest cover will further degrade from 16.94% in 2019 to 8.07% in 2050, while agricultural land would be expanded to 69,021.20 ha and 69,264.44 ha in 2035 and 2050 from 57,868.95 ha in 2019.",CHANGE_HAS_MAGNITUDE,"expanded to 69,021.20","[{'text': 'expanded', 'label': 'CHANGE'}]"
Article_118,"| Forest Land: Areas covered with dense trees (deciduous forests, evergreen forests, mixed forests).",LULC_TRANSFORMATION,evergreen forests,"[{'text': 'evergreen forests', 'label': 'LULC'}]"
Article_118,"The predicted results of the year 2035 and 2050 show an increase in agriculture, water body and urban land.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
