sentence_id,document_id,sentence_number,sentence_text,similarity_score,matching_query,matching_query_idx
Article_69_88,Article_69,88,"The areas surrounding the main roads had become active economic growth areas because of the convenient traffic conditions; moreover, the increase in distribution probability of residential area, township and other construction land led to a remarkable LULC change.",0.9021927,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_22_74,Article_22,74,"Within the period of 2021 and 2040, it is expected that built-up areas and forests will expand by 5.46% and 1.28%, whereas agricultural areas and barren areas will shrink by 4.21% and 2.56%, respectively.",0.9021827,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",94
Article_110_57,Article_110,57,A composite analysis of LULC classes shows that there is has been a significant change in the two dams classified as water from 1986 to 2019.,0.90218264,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_64_4,Article_64,4,"We also identify geographically diverging land use change processes, with afforestation and cropland abandonment in the Global North and deforestation and agricultural expansion in the South.",0.9021801,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_106_90,Article_106,90,"Flood incidents were more apparent in residential areas than in grasslands and barren land, because built-up areas hinder the infiltration of water and inhib it surface runoff.",0.902166,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_79_18,Article_79,18,The household questionnaires consisted of various questions designed to get information on the perceptions of the local communities on LULC changes and the drivers in the Migori River watershed from 1980 to 2020.,0.9021586,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_108_45,Article_108,45,Most plantation/tree LULC classes have been found in the eastern (upper) parts of the catchment over the last four decades (Fig.,0.9021355,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,169
Article_91_57,Article_91,57,"Indeed, if management strategies are not changed towards a more sustainable approach, also via proper reforms at the national level, an even more significant decrease in forest coverage should be expected in favor of new settlement areas and cropland.",0.9021286,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_41_6,Article_41,6,The results revealed that the annual population growth together with social-economic development was regarded as major drives for land conversion in the area.,0.90210587,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_23_12,Article_23,12,This research is critical for Planning Engineers and environmental scientists to realize LULC variations effects on LST and to suggest suitable political steps to regulate urbanization in Sharqiyah Governorate.,0.902097,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_11_102,Article_11,102,"Urban expansion in Surat along the banks of the river on both the sides has greatly modified the hydrology by increasing the built-up areas, encroachment of constructions in the floodplains adjacent to the river and construction of new bridges which has reduced the capacity of the river and the open space for the floodwaters to spread out.",0.90207505,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_26_87,Article_26,87,Rubber plantations and lowland dense forest are extremely vulnerable to degradation based on the economics of changing commodity market prices.,0.9020487,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_94_87,Article_94,87,Rubber plantations and lowland dense forest are extremely vulnerable to degradation based on the economics of changing commodity market prices.,0.9020486,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_69_45,Article_69,45,"The construction land with DI ranging from 50 to 100 reached 593.24 km 2 , with the areal proportion increasing to 2.05%.",0.90204644,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_38_133,Article_38,133,The rapid and massive changes of LULC in the watershed may have serious environmental impacts.,0.9020423,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_118_133,Article_118,133,The rapid and massive changes of LULC in the watershed may have serious environmental impacts.,0.9020423,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_38_101,Article_38,101,The rapid and massive changes of LULC in the watershed may have serious environmental impacts.,0.9020423,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_118_101,Article_118,101,The rapid and massive changes of LULC in the watershed may have serious environmental impacts.,0.9020423,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_118_111,Article_118,111,"Additionally, most of the evacuated population during the construction of Nashe and Amerti projects were involved in converting the forest land to agriculture and settlement.",0.90199757,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_38_111,Article_38,111,"Additionally, most of the evacuated population during the construction of Nashe and Amerti projects were involved in converting the forest land to agriculture and settlement.",0.90199757,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_69_79,Article_69,79,"These change trends were similar to the findings of | Driving factors of LULC changes: Generally, LULC changes in Nansihu Lake basin were strongly influenced by natural environment and socio-economic factors.",0.90197176,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_20_107,Article_20,107,The inclusion of these study outputs in a regional level master/development plan will make Rajshahi District ecologically and environmentally sustainable and able to mitigate the possible impacts of climate change and global warming on agricultural productivity and food security in this region.,0.90196556,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_44_107,Article_44,107,The inclusion of these study outputs in a regional level master/development plan will make Rajshahi District ecologically and environmentally sustainable and able to mitigate the possible impacts of climate change and global warming on agricultural productivity and food security in this region.,0.90196556,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_50_555,Article_50,555,"Increased productivity with associated economic reward could incentivise and reward agricultural land expansion, or environmentally and socially damaging practices on existing and former agricultural land In conclusion, SI within agriculture is needed given the rising global population and the need to address multiple environmental and social externalities associated with agricultural activities.",0.901963,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_87_33,Article_87,33,"This approach provides a better representation of the spatial heterogeneity in LULC simulations, and facilitates more precise control over the allocation of LULC demand within each water basin.",0.9019597,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_40_33,Article_40,33,"This approach provides a better representation of the spatial heterogeneity in LULC simulations, and facilitates more precise control over the allocation of LULC demand within each water basin.",0.9019597,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_63_50,Article_63,50,)e thousands of homes in the Dedo watershed and its surroundings were also good indicators of the extent of the forest destruction.,0.901936,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_15_29,Article_15,29,"Discussions were also held to acquire information about urban expansion, evolution of land use, possible reasons for the observed changes and resident perception on socio-environmental resilience.",0.9019165,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_1_29,Article_1,29,"Discussions were also held to acquire information about urban expansion, evolution of land use, possible reasons for the observed changes and resident perception on socio-environmental resilience.",0.9019165,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_94_37,Article_94,37,"The structured questions were designed to explore expert stakeholder observations, perceptions, and future scenarios of either continuous resource degradation or improved resource governance, sustainable land use planning and green economy development based on the current activities and practices in the sub-region.",0.9019036,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_26_37,Article_26,37,"The structured questions were designed to explore expert stakeholder observations, perceptions, and future scenarios of either continuous resource degradation or improved resource governance, sustainable land use planning and green economy development based on the current activities and practices in the sub-region.",0.9019036,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_36_37,Article_36,37,Most of the lost forest area was converted to agriculture (91%) and about 9% was converted to grassland.,0.9019003,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",90
Article_1_51,Article_1,51,"The resultant improvement in basic facilities combined with creation of additional jobs further attracted more immigration from rural areas and lesser developed cities, causing a boom in real estate and informal settlements and triggering significant changes in land uses.",0.9018917,The increase in urban jobs accelerated urban population growth and by pulling rural people off of the land it should have discouraged agricultural expansion so in theory the booms would have had an overall forest preserving effect. ,160
Article_15_51,Article_15,51,"The resultant improvement in basic facilities combined with creation of additional jobs further attracted more immigration from rural areas and lesser developed cities, causing a boom in real estate and informal settlements and triggering significant changes in land uses.",0.9018917,The increase in urban jobs accelerated urban population growth and by pulling rural people off of the land it should have discouraged agricultural expansion so in theory the booms would have had an overall forest preserving effect. ,160
Article_79_59,Article_79,59,| Household-level logistic regression of perceived drivers of land use and land cover changes: Logistic regression analysis was carried out to determine the drivers of LULC changes at the household level in the Migori River watershed (Table | Conclusions and recommendations: The study established that the major land use in the watershed during the period under review is cultivated land with an average of 61.44% overall coverage of the total land area during the entire period hence the livelihoods of the watershed inhabitants have been historically agriculture-dependent.,0.90185463,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_50_597,Article_50,597,"Population growth, economic development, urbanisation, technology, climate change, global trade and consumption, policy and governance are key drivers of global environmental change over recent decades The increasing trend in aquaculture production especially in South and South-East Asia through intensive methods affects existing food production and ecosystems by diverting rice fields or mangroves Currently, land degradation is estimated to have reduced productivity in 23% of the global terrestrial area, and between USD235 billion and USD577 billion in annual global crop output is at risk because of pollinator loss (IPBES 2019a).",0.9018411,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_95_100,Article_95,100,"The increased resettlement on unproductive lands coupled with the relative depreciation of agricultural land made it difficult for inhabitants to remain, forcing them to move.",0.90184,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,81
Article_16_52,Article_16,52,The majority of the watershed's land was used for agriculture in 2019 (59.36 %).,0.9018336,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_92_97,Article_92,97,It is likely that land cover changes which did not substantially shift the spectral signature of an area were missed by this approach.,0.9018276,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_13_10,Article_13,10,"However, the effects of urbanization have been experiential in numerous ways such as runoff changes and drought, recharge of groundwater, scarcity of water due to increasing demand and others Climate change is one of the recent key hydrological research problems A detailed understanding of groundwater inputs and outputs is required to guide water management choices for future planning and policy.",0.90181845,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_71_99,Article_71,99,"In the other watersheds (Bonde, Loweo and Lubilaie), people obtain water mostly from rivers and springs, even if these sources are not improved.",0.90181243,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_104_124,Article_104,124,The acceleration of the increasing water abstractions could also contribute to the further decline in water resources besides the climate change pressure.,0.9017955,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_47_10,Article_47,10,"Low vegetation cover rate was observed by LAI and V C values, with a range of 0 to 25% vegetation cover in 52.3% of the area, which exposes the effects of the dry season on vegetation.",0.9017611,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_83_46,Article_83,46,"Regard with to fish farms, this increase that occurred could be referred to the intensive reclamation of sabkha areas and converting these sabkha to fish farming activities.",0.9017524,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_76_74,Article_76,74,"As the urban areas increased, so did the study area's temperature in the last two decades (Figure | LULC-wise LST discrepancies: As expected, the lowest temperature in comparison with other land use classes is recorded for water bodies over 2002-2022 and in the predicted scenario for 2032.",0.90174955,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_38_73,Article_38,73,The displacement of communities occurred from their land during the expansion of hydropower projects and the displacement caused land scarcity.,0.90174747,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,81
Article_118_73,Article_118,73,The displacement of communities occurred from their land during the expansion of hydropower projects and the displacement caused land scarcity.,0.90174747,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,81
Article_98_32,Article_98,32,"The results of land-use dynamics from 1992 to 2018 showed that shrubland and grassland decreased, with dynamics of -0.79% and -0.22%, respectively.",0.9017394,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_116_14,Article_116,14,"Given a reduction in ecological sources and corridors in the southwestern and central regions between 1990 and 2010, network connectivity and robustness declined, which was reversed from 2010 onward with the addition of two ecological sources-Pan'an Lake and Dugong Lake.",0.90172696,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_33_1731,Article_33,1731,"This makes sense given that in our simulation we only simulated the transitions from agricultural and vegetation areas to urban fabric and industrial and commercial areas, while the reference map also considered many other changes between all the other categories represented on the map, which were not simulated in our modelling exercise.",0.9017189,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_33_1779,Article_33,1779,"In this regard, even if a hard comparison does not show a high level of agreement between a simulation and the reference map, the pattern of the simulated changing areas may be logical or correct.",0.90171826,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_94_68,Article_94,68,"In the northern zone, the on-going armed conflict in Anglophone Cameroon is causing more and more people to seek semi-permanent refuge in the forests, clearing more forest land to expand farmland and semi-permanent settlements.",0.90171355,In the surroundings of the cities in the north of Nigeria for example in 2000 patches of grassland and shrubland were still visible whereas in 2015 these were converted to cropland Figure,120
Article_26_68,Article_26,68,"In the northern zone, the on-going armed conflict in Anglophone Cameroon is causing more and more people to seek semi-permanent refuge in the forests, clearing more forest land to expand farmland and semi-permanent settlements.",0.90171355,In the surroundings of the cities in the north of Nigeria for example in 2000 patches of grassland and shrubland were still visible whereas in 2015 these were converted to cropland Figure,120
Article_46_28,Article_46,28,The approach could not completely eliminate the effects of environmental change because field data used to define changes in vegetation and soil (Sect.,0.9017135,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_94_78,Article_94,78,"Consistent with this result, The stakeholders emphasised that population growth and sustainable land management, respectively, are the main drivers of increased and decreased degradation under the BUS and GES in the subregion.",0.9017119,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_26_78,Article_26,78,"Consistent with this result, The stakeholders emphasised that population growth and sustainable land management, respectively, are the main drivers of increased and decreased degradation under the BUS and GES in the subregion.",0.9017118,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_47_15,Article_47,15,"This biome has been affected by environmental degradation and loss of biodiversity over the last decades, mainly by the intensification of agriculture (e.g., rainfed and irrigated crops cultivation), urban expansion, and the advance of pasture areas replacing the natural vegetation Therefore, monitoring physical-water indicators of environmental change conditions, such as the loss of biodiversity of biomes and land use and occupation, is vital in managing scarce water resources.",0.9017098,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",83
Article_10_58,Article_10,58,"The focus is on major LULC types (tree-covered area, cropland, otherland and grassland), as these made up over 95% of the study area as of 2018.",0.9016825,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,169
Article_10_56,Article_10,56,"The focus is on major LULC types (tree-covered area, cropland, otherland and grassland), as these made up over 95% of the study area as of 2018.",0.9016825,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,169
Article_58_56,Article_58,56,"The focus is on major LULC types (tree-covered area, cropland, otherland and grassland), as these made up over 95% of the study area as of 2018.",0.9016825,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,169
Article_58_58,Article_58,58,"The focus is on major LULC types (tree-covered area, cropland, otherland and grassland), as these made up over 95% of the study area as of 2018.",0.9016825,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,169
Article_102_106,Article_102,106,"Terrain, water use patterns and precipitation inputs from outside the region likely provided the major drivers of land cover change rather than precipitation inputs within the region.",0.9016823,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,169
Article_18_24,Article_18,24,The study also identified random and systematic transitions derived from the classified maps to focus on prominent signals of change in the study area.,0.9016284,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_79_43,Article_79,43,"This declining trend in areas under water and wetlands could be attributed to the emergence and growth of aquatic vegetation and invasive species in these areas, frequent occurrence of droughts in the area | Decadal trend analysis of LULC changes: A decade-by-decade analysis of the rates of change in LULC between 1980 and 2020 in the watershed revealed specific net changes in the form of gains and losses for each class during the 1st period (I) The pattern of LULC changes between 1980 and 1990.",0.9016272,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_62_32,Article_62,32,"This is done by minimizing each class's average deviation from the class mean while maximizing each class's deviation from the means of the other groups | Results: | Land use and land cover change (LULCC) analysis: Land use status in the study area for 2015 and 2020 (Table | Landscape pattern change analysis: The LPI represents the proportion of the maximum plaque area to the total area, allowing for identifying dominant types (Table At the landscape level (Table | Time-change analysis of ecosystem services value: In KDC for 5 years, the value of ES in the study area has increased by CNY 63.45 × 10 4 , with the most significant increase being in the transfer of services (Table Implementing KDC projects such as artificial afforestation, returning farmland to forest, and forest closure has increased the amount of tree woodland, shrub woodland, and orchard land.",0.90161276,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_21_30,Article_21,30,"Agricultural and settlements have grown significant expansion in the study watershed, increasing by 24.49% and 54.78%, respectively during this period .",0.9015815,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_51_41,Article_51,41,"In 2017, this area was classified as ""Low Potential Runoff"", due to lower precipitation values, confirming the relationship of rainfall and surface runoff in this are.",0.90156424,In contrast relative net gain in open water bodies was observed in the humid region during the period of 1975 2000 with a slight loss in 2000 2013. ,215
Article_59_101,Article_59,101,Most of the changed area of NMF were converted for agricultural land use.,0.9015298,The majority of other cash crops was converted to food crop fallow areas 1067.98 km 2,208
Article_88_101,Article_88,101,Most of the changed area of NMF were converted for agricultural land use.,0.9015298,The majority of other cash crops was converted to food crop fallow areas 1067.98 km 2,208
Article_68_5,Article_68,5,Many spots of this area are invaded or replaced by exotic species which is causing the loss of ecology and diversity of this region.,0.9015252,The Upper Guinean forest is a global biodiversity hotspot and has become one of the most human modified forest ecosystems in the tropics having lost over 80% of its original forest cover with the remainder distributed in a fragmented agriculture forest mosaic,148
Article_69_83,Article_69,83,"A negative correlation was found between temperature and cultivated land, which is consistent with the study of GDP, POP and distance to cities were the most important explanatory variables for the construction land distribution.",0.9015009,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_33_574,Article_33,574,"Historical time series of LUC maps are becoming more common (Table However, in most of these series, LUC change cannot be reliably detected by cross-tabulating the different maps that make up the dataset.",0.90149987,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_5_9,Article_5,9,"The results from the LULC analysis show that residential, industry and commercial areas slowed down their growth throughout the study period.",0.9014798,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_30_13,Article_30,13,"This can significantly affect the livelihood of local communities Environmental governance of large-scale infrastructure projects in this region is often criticized for being weak and projects in Myanmar have been associated with wide-ranging ecological destruction and human rights violations Motivated by these concerns, in this paper the authors seek to address critical issues, such as the rate and pattern of LULCC along the pipelines, the extent of forest loss during the study period and the pattern of afforestation in the study area.",0.90145123,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_50_303,Article_50,303,"With countless options for farmers and land managers to implement agroforestry, there is medium confidence in the feasibility of achieving estimated regional mitigation potential.",0.9014426,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_92_77,Article_92,77,"Minimal land transitioned out of urban or water during the study period (3.2 and 1.4% of the transition area, respectively) (Table | Predictors of Land Cover Transitions: Overall, the study region was extremely low elevation, with 71% of the area at less than 2 m (NAVD88) (Fig.",0.90143365,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_48_45,Article_48,45,The changing trend in the classes between 2008 and 2018 is evidence of build-up being predominant in the change of vegetative class to other land classes.,0.9014301,c Proportions of persistence and change trajectories along the rainfall gradient show steep increase in human dominated land cover across the Sahel sub region fewest natural land cover from the Sudano Sahelian through the northern Guinean sub regions and a predominance of recent transitions to human dominated land cover in the recent 2000 2013 compared to the earlier 1975 2000 time interval. http www.tei c.org ns 1.0 xml id fig 6 Fig,192
Article_76_86,Article_76,86,"In recent years, the government has launched a Billion Trees Tsunami program all over Pakistan to tackle green cover degradation in the country, which has important implications for urban climatic conditions Our results have shown that green spaces are insufficient to overcome the large urban footprint.",0.9014097,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_14_36,Article_14,36,"Paradoxically, the plan shows that large-scale development areas, which may lead to a significant population rise, are planned for the rural settlements in the region.",0.9013901,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_18_66,Article_18,66,"This loss could be explained by anthropogenic activities, such as wood extraction for firewood, brick burning and lapses in management | Limitations of the Study: This study used Landsat data with a spatial resolution of 30 m, meaning that the changes below this pixel size might have been missed during classification processes.",0.9013834,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_46_181,Article_46,181,It also includes the emissions that would result from an error in classification if the deforestation had been for new agricultural land instead of other land.,0.90136915,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_116_66,Article_116,66,"This was attributed to the continuous expansion of land for construction in the central urban areas of the southwestern region, with fragmentation encroaching on surrounding farmland and core ecological patches of forest, grassland, and water bodies.",0.9013674,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_9_37,Article_9,37,"Similarly, | Impacts of land use and land cover change: LULCC is having a wide range of impacts on the environment and the people of Uganda at different spatial and temporal scales.",0.90136206,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_112_39,Article_112,39,"Dense forest cover would predominantly convert to sparse forest and barren areas, suggesting forest thinning and clearing.",0.9013504,Thus farmland persists and increases each year at the expense of forest woodland and tree savanna . ,229
Article_46_243,Article_46,243,"Furthermore, anthropogenic versus non-anthropogenic disturbances are difficult to distinguish with any kind of measurement, and the fate of disturbed lands (including both land use and carbon density) may remain uncertain for years following a disturbance.",0.90134954,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_99_95,Article_99,95,"Image spatial resolution remains a key factor which directly influences spatial metrics, landscape details and analysis output | Conclusion: During the last decade, Omani cities have experienced unprecedented urban expansion due to socioeconomic transformation, mega projects and consistent immigration to urban areas.",0.9013432,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_84_56,Article_84,56,"From our findings, we recommend that regular monitoring of development of plantations is important at catchment level given their contribution to water dynamics vis-vis decreasing water availability die to climate change and competing uses.",0.9013244,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
